	params	train_accuracy	train_sensitivity	train_specificity	validation_accuracy	validation_sensitivity	validation_specificity
8	{'n_estimators': 500, 'max_depth': 4, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'class_weight': None, 'bootstrap': True, 'random_state': 1618, 'n_jobs': 4}	0.9760510910058542	0.9081570996978852	0.9952226582494454	0.9714463066418374	0.8813056379821959	0.9952904238618524
33	{'n_estimators': 500, 'max_depth': 6, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'class_weight': None, 'bootstrap': False, 'random_state': 1618, 'n_jobs': 4}	0.9801756253326237	0.9262839879154079	0.9953932775976796	0.9714463066418374	0.884272997032641	0.9945054945054945
6	{'n_estimators': 500, 'max_depth': 4, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'class_weight': 'balanced', 'bootstrap': True, 'random_state': 1618, 'n_jobs': 4}	0.9793773283661522	0.938368580060423	0.9909571745435932	0.9714463066418374	0.8991097922848664	0.9905808477237049
4	{'n_estimators': 500, 'max_depth': 4, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'class_weight': None, 'bootstrap': True, 'random_state': 1618, 'n_jobs': 4}	0.9764502394890899	0.9093655589123867	0.9953932775976796	0.9714463066418374	0.8813056379821959	0.9952904238618524
31	{'n_estimators': 500, 'max_depth': 6, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'class_weight': 'balanced', 'bootstrap': False, 'random_state': 1618, 'n_jobs': 4}	0.9827035657264502	0.9516616314199395	0.9914690325882956	0.9714463066418374	0.9020771513353115	0.9897959183673469
2	{'n_estimators': 500, 'max_depth': 4, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'class_weight': 'balanced', 'bootstrap': True, 'random_state': 1618, 'n_jobs': 4}	0.9795103778605642	0.938368580060423	0.9911277938918274	0.9714463066418374	0.8991097922848664	0.9905808477237049
21	{'n_estimators': 500, 'max_depth': 6, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'class_weight': None, 'bootstrap': False, 'random_state': 1618, 'n_jobs': 4}	0.9820383182543906	0.9305135951661632	0.9965876130353182	0.9714463066418374	0.887240356083086	0.9937205651491365
138	{'n_estimators': 1000, 'max_depth': 8, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'class_weight': 'balanced', 'bootstrap': True, 'random_state': 1618, 'n_jobs': 4}	0.9812400212879191	0.9480362537764351	0.990615935847125	0.9708255741775295	0.9020771513353115	0.989010989010989
17	{'n_estimators': 500, 'max_depth': 4, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'class_weight': None, 'bootstrap': False, 'random_state': 1618, 'n_jobs': 4}	0.9764502394890899	0.9093655589123867	0.9953932775976796	0.9708255741775295	0.8783382789317508	0.9952904238618524
24	{'n_estimators': 500, 'max_depth': 6, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'class_weight': None, 'bootstrap': True, 'random_state': 1618, 'n_jobs': 4}	0.9799095263437999	0.9256797583081571	0.9952226582494454	0.9708255741775295	0.884272997032641	0.9937205651491365
19	{'n_estimators': 500, 'max_depth': 4, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'class_weight': 'balanced', 'bootstrap': False, 'random_state': 1618, 'n_jobs': 4}	0.9793773283661522	0.9389728096676737	0.9907865551953592	0.9708255741775295	0.8991097922848664	0.9897959183673469
18	{'n_estimators': 500, 'max_depth': 4, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'class_weight': 'balanced', 'bootstrap': True, 'random_state': 1618, 'n_jobs': 4}	0.9793773283661522	0.938368580060423	0.9909571745435932	0.9708255741775295	0.8991097922848664	0.9897959183673469
16	{'n_estimators': 500, 'max_depth': 4, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'class_weight': None, 'bootstrap': True, 'random_state': 1618, 'n_jobs': 4}	0.9755188930282065	0.9063444108761329	0.9950520389012114	0.9708255741775295	0.8783382789317508	0.9952904238618524
15	{'n_estimators': 500, 'max_depth': 4, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'class_weight': 'balanced', 'bootstrap': False, 'random_state': 1618, 'n_jobs': 4}	0.9792442788717403	0.9389728096676737	0.990615935847125	0.9708255741775295	0.8991097922848664	0.9897959183673469
14	{'n_estimators': 500, 'max_depth': 4, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'class_weight': 'balanced', 'bootstrap': True, 'random_state': 1618, 'n_jobs': 4}	0.9793773283661522	0.938368580060423	0.9909571745435932	0.9708255741775295	0.8991097922848664	0.9897959183673469
12	{'n_estimators': 500, 'max_depth': 4, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'class_weight': None, 'bootstrap': True, 'random_state': 1618, 'n_jobs': 4}	0.9757849920170303	0.9069486404833836	0.9952226582494454	0.9708255741775295	0.8783382789317508	0.9952904238618524
11	{'n_estimators': 500, 'max_depth': 4, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'class_weight': 'balanced', 'bootstrap': False, 'random_state': 1618, 'n_jobs': 4}	0.9792442788717403	0.9389728096676737	0.990615935847125	0.9708255741775295	0.8991097922848664	0.9897959183673469
9	{'n_estimators': 500, 'max_depth': 4, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'class_weight': None, 'bootstrap': False, 'random_state': 1618, 'n_jobs': 4}	0.9769824374667376	0.9117824773413897	0.9953932775976796	0.9708255741775295	0.8783382789317508	0.9952904238618524
7	{'n_estimators': 500, 'max_depth': 4, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'class_weight': 'balanced', 'bootstrap': False, 'random_state': 1618, 'n_jobs': 4}	0.9792442788717403	0.9389728096676737	0.990615935847125	0.9708255741775295	0.8991097922848664	0.9897959183673469
3	{'n_estimators': 500, 'max_depth': 4, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'class_weight': 'balanced', 'bootstrap': False, 'random_state': 1618, 'n_jobs': 4}	0.9792442788717403	0.9389728096676737	0.990615935847125	0.9708255741775295	0.8991097922848664	0.9897959183673469
29	{'n_estimators': 500, 'max_depth': 6, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'class_weight': None, 'bootstrap': False, 'random_state': 1618, 'n_jobs': 4}	0.9808408728046834	0.9268882175226586	0.996075754990616	0.9708255741775295	0.884272997032641	0.9937205651491365
35	{'n_estimators': 500, 'max_depth': 6, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'class_weight': 'balanced', 'bootstrap': False, 'random_state': 1618, 'n_jobs': 4}	0.9816391697711548	0.9480362537764351	0.9911277938918274	0.9708255741775295	0.9020771513353115	0.989010989010989
134	{'n_estimators': 1000, 'max_depth': 8, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'class_weight': 'balanced', 'bootstrap': True, 'random_state': 1618, 'n_jobs': 4}	0.9821713677488025	0.9498489425981873	0.9912984132400614	0.9708255741775295	0.9020771513353115	0.989010989010989
87	{'n_estimators': 1000, 'max_depth': 4, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'class_weight': 'balanced', 'bootstrap': False, 'random_state': 1618, 'n_jobs': 4}	0.9792442788717403	0.9389728096676737	0.990615935847125	0.9708255741775295	0.8991097922848664	0.9897959183673469
104	{'n_estimators': 1000, 'max_depth': 6, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'class_weight': None, 'bootstrap': True, 'random_state': 1618, 'n_jobs': 4}	0.9799095263437999	0.9256797583081571	0.9952226582494454	0.9708255741775295	0.884272997032641	0.9937205651491365
98	{'n_estimators': 1000, 'max_depth': 4, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'class_weight': 'balanced', 'bootstrap': True, 'random_state': 1618, 'n_jobs': 4}	0.9789781798829165	0.938368580060423	0.990445316498891	0.9708255741775295	0.8991097922848664	0.9897959183673469
95	{'n_estimators': 1000, 'max_depth': 4, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'class_weight': 'balanced', 'bootstrap': False, 'random_state': 1618, 'n_jobs': 4}	0.9792442788717403	0.9389728096676737	0.990615935847125	0.9708255741775295	0.8991097922848664	0.9897959183673469
109	{'n_estimators': 1000, 'max_depth': 6, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'class_weight': None, 'bootstrap': False, 'random_state': 1618, 'n_jobs': 4}	0.9807078233102714	0.9268882175226586	0.9959051356423818	0.9708255741775295	0.884272997032641	0.9937205651491365
94	{'n_estimators': 1000, 'max_depth': 4, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'class_weight': 'balanced', 'bootstrap': True, 'random_state': 1618, 'n_jobs': 4}	0.9791112293773284	0.938368580060423	0.990615935847125	0.9708255741775295	0.8991097922848664	0.9897959183673469
91	{'n_estimators': 1000, 'max_depth': 4, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'class_weight': 'balanced', 'bootstrap': False, 'random_state': 1618, 'n_jobs': 4}	0.9792442788717403	0.9389728096676737	0.990615935847125	0.9708255741775295	0.8991097922848664	0.9897959183673469
99	{'n_estimators': 1000, 'max_depth': 4, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'class_weight': 'balanced', 'bootstrap': False, 'random_state': 1618, 'n_jobs': 4}	0.9789781798829165	0.9389728096676737	0.9902746971506569	0.9708255741775295	0.8991097922848664	0.9897959183673469
90	{'n_estimators': 1000, 'max_depth': 4, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'class_weight': 'balanced', 'bootstrap': True, 'random_state': 1618, 'n_jobs': 4}	0.9792442788717403	0.938368580060423	0.9907865551953592	0.9708255741775295	0.8991097922848664	0.9897959183673469
86	{'n_estimators': 1000, 'max_depth': 4, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'class_weight': 'balanced', 'bootstrap': True, 'random_state': 1618, 'n_jobs': 4}	0.9791112293773284	0.938368580060423	0.990615935847125	0.9708255741775295	0.8991097922848664	0.9897959183673469
85	{'n_estimators': 1000, 'max_depth': 4, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'class_weight': None, 'bootstrap': False, 'random_state': 1618, 'n_jobs': 4}	0.9769824374667376	0.9117824773413897	0.9953932775976796	0.9708255741775295	0.8813056379821959	0.9945054945054945
84	{'n_estimators': 1000, 'max_depth': 4, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'class_weight': None, 'bootstrap': True, 'random_state': 1618, 'n_jobs': 4}	0.9760510910058542	0.9081570996978852	0.9952226582494454	0.9708255741775295	0.8783382789317508	0.9952904238618524
83	{'n_estimators': 1000, 'max_depth': 4, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'class_weight': 'balanced', 'bootstrap': False, 'random_state': 1618, 'n_jobs': 4}	0.9792442788717403	0.9389728096676737	0.990615935847125	0.9708255741775295	0.8991097922848664	0.9897959183673469
82	{'n_estimators': 1000, 'max_depth': 4, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'class_weight': 'balanced', 'bootstrap': True, 'random_state': 1618, 'n_jobs': 4}	0.9795103778605642	0.938368580060423	0.9911277938918274	0.9708255741775295	0.8991097922848664	0.9897959183673469
54	{'n_estimators': 500, 'max_depth': 8, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'class_weight': 'balanced', 'bootstrap': True, 'random_state': 1618, 'n_jobs': 4}	0.9821713677488025	0.9492447129909366	0.9914690325882956	0.9708255741775295	0.9020771513353115	0.989010989010989
80	{'n_estimators': 1000, 'max_depth': 4, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'class_weight': None, 'bootstrap': True, 'random_state': 1618, 'n_jobs': 4}	0.9761841405002661	0.9081570996978852	0.9953932775976796	0.9708255741775295	0.8783382789317508	0.9952904238618524
88	{'n_estimators': 1000, 'max_depth': 4, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'class_weight': None, 'bootstrap': True, 'random_state': 1618, 'n_jobs': 4}	0.9759180415114422	0.9075528700906345	0.9952226582494454	0.9702048417132216	0.8753709198813057	0.9952904238618524
89	{'n_estimators': 1000, 'max_depth': 4, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'class_weight': None, 'bootstrap': False, 'random_state': 1618, 'n_jobs': 4}	0.9764502394890899	0.9099697885196375	0.9952226582494454	0.9702048417132216	0.8753709198813057	0.9952904238618524
93	{'n_estimators': 1000, 'max_depth': 4, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'class_weight': None, 'bootstrap': False, 'random_state': 1618, 'n_jobs': 4}	0.976317189994678	0.9093655589123867	0.9952226582494454	0.9702048417132216	0.8753709198813057	0.9952904238618524
97	{'n_estimators': 1000, 'max_depth': 4, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'class_weight': None, 'bootstrap': False, 'random_state': 1618, 'n_jobs': 4}	0.9761841405002661	0.908761329305136	0.9952226582494454	0.9702048417132216	0.8753709198813057	0.9952904238618524
81	{'n_estimators': 1000, 'max_depth': 4, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'class_weight': None, 'bootstrap': False, 'random_state': 1618, 'n_jobs': 4}	0.9769824374667376	0.9117824773413897	0.9953932775976796	0.9702048417132216	0.8783382789317508	0.9945054945054945
92	{'n_estimators': 1000, 'max_depth': 4, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'class_weight': None, 'bootstrap': True, 'random_state': 1618, 'n_jobs': 4}	0.9755188930282065	0.9057401812688822	0.9952226582494454	0.9695841092489137	0.8724035608308606	0.9952904238618524
96	{'n_estimators': 1000, 'max_depth': 4, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'class_weight': None, 'bootstrap': True, 'random_state': 1618, 'n_jobs': 4}	0.9752527940393827	0.9051359516616314	0.9950520389012114	0.9695841092489137	0.8724035608308606	0.9952904238618524
